External ID,k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales|f__Akkermansiaceae|g__Akkermansia|s__Akkermansia_muciniphila,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_fragilis,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Ruminococcus_torques,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae|g__Odoribacter|s__Odoribacter_splanchnicus,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaeromassilibacillus|s__Anaeromassilibacillus_sp_An250,k__Bacteria|p__Proteobacteria|c__Proteobacteria_unclassified|o__Proteobacteria_unclassified|f__Proteobacteria_unclassified|g__Proteobacteria_unclassified|s__Proteobacteria_bacterium_CAG_139,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_unclassified|s__Clostridium_leptum,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_obeum,k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified|f__Firmicutes_unclassified|g__Firmicutes_unclassified|s__Firmicutes_bacterium_CAG_83,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_dorei,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_finegoldii,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_putredinis,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus|s__Haemophilus_sp_HMSC71H05,k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_parvula,k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Bilophila|s__Bilophila_wadsworthia,k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Dielma|s__Dielma_fastidiosa,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_unclassified|s__Eubacterium_siraeum,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_massiliensis,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_shahii,k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified|f__Firmicutes_unclassified|g__Firmicutes_unclassified|s__Firmicutes_bacterium_CAG_94,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_sp_CAG_38,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium|s__Clostridium_clostridioforme,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaerotruncus|s__Anaerotruncus_colihominis,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_CAG_253,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_stercoris,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_parasanguinis,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_CAG_242,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_goldsteinii,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_galacturonicus,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_unclassified|g__Intestinimonas|s__Intestinimonas_butyriciproducens
HSM6XRVA,7.27397,0,0,0,0,0.05636,0.09464,0.01864,0.13038,0,2.30752,0,0,0.01075,0.04254,0,0,8.69175,0.10625,0,0,0,0,0,46.39538,0,0,0,0,0
MSM6J2KM,0.04768,0.58938,0,0.37877,0.01716,0,0.0331,0.00126,0,0.37533,0.00383,0.0251,0,0,0,0,0,0,0.0185,0,0,0,0,0,0,0,0,0.00876,0.01051,0
MSM9VZEY,0,42.94467,0,0,0,0,0,0,0,0,0,0,0.00544,0.01809,0,0,0,0,0,0.024,0,0,0,0,0,0,1.78689,0,0.64918,0.02305
MSMA26EP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CSM79HKX,0.00315,0.12617,0.03441,0,0,0.09733,0,0.00858,0,0,0,0,0,0,0.02456,0,0,5.75098,0,0,0.09522,0,0,0,8.18818,0,0.01271,0,0,0.01339
PSMA2668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00706,0,0,0,0
HSM5MD8J_P,3.41481,1.18673,0.03364,0,0,0,0.01409,0.13277,0,0,0,1.44216,0,0,0.03088,0,0,0,0.25196,0,0,0,0.08508,0,32.74146,0,0,0,0,0.0077
MSM9VZLT,2.3266,0,0.04762,0.30808,0,0,0.11815,0.24202,0,1.84233,0.05604,0,0,0.15336,0.01722,0,2.58649,0.28432,0,0,2.9758,0,0,0.05739,0.87033,0,0,0.16236,0,0
PSM7J1BV,0,0.02381,0,0.7701,0.00214,0,0,0.07651,0.13023,2.02063,0.01088,2.22214,0,0,0.01188,0,0,0,0.23215,0,0.35165,0,0,0,30.04205,0,0,0,0,0
HSM67VHK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HSM5MD8L_P,0.18861,0.00057,0,0.18598,0.00044,0.01467,0.06319,0.01974,0.05129,0,0.47783,1.76083,0.00817,0,0.00497,0,2.12341,0,0,0,0,0,0,0,0.12564,0,0,0,0,0.01297
MSM79HDG_TR,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.51071,0
ESM7F5C7,0,0,0.02936,0.2264,0,0,0,0.01779,0,0,0.00483,2.6144,0.04402,0.28695,0,0,0.01965,0.24199,0.18455,0,0,0,0,0,0.79784,0.25868,0,0,0,0
MSM79HAT,10.59625,0,0,0.47552,0,0,0.34034,0.12319,0,2.19233,1.44521,0.39876,0.00225,0,0.0173,0,1.36729,0.01655,0.49542,0.2494,0.04243,0,0,0,0.17766,0.04869,0,4.99066,0,0.05385
MSM6J2LH,0,0,0,0,0,0,0,0,0,0,0,0,0,4.93324,0,0.17293,2.49748,0,0,0.20119,0,0,0,0,0,0,0.02225,0,0,0
CSM7KOJU,0,0,0.15311,0,0.04845,0,0.10744,0.26812,0,9.84843,0,0,0,0,0,0,0.01732,0,0,0,0.29307,0.00183,0,0,0.00785,0,0,0,0,0.8801
MSM79H8H,0,0,0.01394,1.13793,0,0,0.02773,0.16633,0.80719,14.08788,1.04092,18.49984,0,0,0.05782,0.06511,0.11595,1.16725,0.12062,0.09194,0.15488,0,0.00341,0,0,0,0,0,0,0
MSMA26BN,3.00754,0,0.01437,0.26856,0,0.00635,0.00899,0,0.7218,0,0.00842,4.55751,0,0,0,0,0,0,0.06836,0.12632,0.10664,0,0.029,0,0,0,0,0,0.01004,0.05015
ESM5MEDP_P,0.03412,0.01443,0.00123,0.46137,0,0.01151,0.00417,0.00342,0.48288,21.31223,0.26515,4.01926,0,0.02907,0,0,0,0,0.47222,0,0.00429,0,0,0,33.3279,0,0,0,0,0.01522
MSM6J2KC,0.42123,0.12646,0.029,0.3131,0.00128,0,0,0.013,0,0.7998,0.00167,0.00623,0.00502,0,0,0,0.00795,0,0.02645,0,0,0,0,0,0,0,0,0.00619,0.00138,0
CSM79HHM,0.20712,0.66218,0,1.18011,0.0033,0,0,0,0.00865,10.32787,4.13893,3.88138,0,0,0.01168,0,10.5342,0,0.1666,0.0092,0.00042,0,0,0,31.42157,0,0,0,0,0.00717
CSM67UE7,0,0,0,0.50907,0.10391,0,0.11577,0.2684,0,0.02455,0.42436,3.19921,0,0,0,0,2.78547,0,0,0.15906,0.16858,0,0,0,1.67604,0,0.00472,0,0,0.0104
MSMAPC6O,0,0,0,0.86185,0,0,0.00369,0.08554,0.25249,13.57089,1.51945,3.56754,0,0.00508,0.03723,0,4.88713,1.2683,0.07798,0,0.20292,0,0,0,0.31866,0,0.10995,0,0,0
HSM5MD47_P,0,2.63111,0,0,0,0.31763,0,0,0,8.58303,0,0,0,0,0,0,0,0,0,0,0.47824,0,0,0,1.99194,0,0,0,0,0
MSM6J2HH,0,4.4234,0,0,0,0,0,0.80107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PSMA2659,0,1.99239,0.19372,1.27632,0,0,0.00556,0,0,20.51205,0.34236,4.27436,0,0,0,0.00414,0,0,0.05917,0,0.2705,0,0.0094,0,0,0,0.02915,0,0,0
CSM79HOV,0,0,0,1.1057,0,0.01391,0,0,0,0,0.05734,7.40367,0,0,0,0,2.48511,0,1.61741,0,0.02857,0,0,0,2.39716,0.02477,0,0,0,0.00433
PSM7J17Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0.86122,0,0,0,0,0,0.30083,6.40552,0.26295,0,0,0,0.00544,0,0,0,0
MSM9VZOQ,0,0,0.02079,0,0,0,0.35947,0,0.10647,51.51642,0,3.71372,0.01151,0.14939,0.04903,0,0,0,0.20246,0,0.21769,0,0,0,0,0.01165,0,0,0,0.14626
HSM7J4HA,1.07444,0,0.25312,0.48765,0,0,0,0.02565,0.12317,0,0.06945,4.10513,0.00481,0,0.00352,0,0.19437,1.65597,0.02132,0,0,0,0,0,0.36985,0,0,0,0,0
HSM7J4M6,0,0,0.00608,0,0.04908,0,0,0,1.25229,0,0,1.72467,0,0.06612,0,0,0.01884,1.23635,0,0.31612,0,0,0,0,10.06753,0.76136,0,0,0,0
MSM6J2QL,0,1.01675,0.02779,0,0,0,0.12409,0,0,0,0.92692,4.20626,0,0,0.01828,0,0,0,0.02336,0,0,0,0,0,21.10553,0,0,0.02648,0,0
HSM5MD5K_P,0,0.87854,0.35745,0,0,0,0,0,0,0.00977,0.1374,1.31883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSMAPC5H,0,0,0,0.87305,0,0,0,0,0.05825,19.77028,0.70765,5.8077,0,0,0.0769,0,0,0,0.04683,0,0,0,0,0,4.57766,0,0,0.02797,0,0.01141
CSM7KORM,0,0,0.43367,0,0,0.02339,0,0.01297,0.00447,0.11158,1.09739,0,0.00289,0.11569,0,0.10046,0,0,0,0,0.006,0,0,0.16593,5.78419,0,0,0,0,0
CSM5MCZ5,0,0,0,1.62824,0,0.05471,0,0.82519,0.17308,42.4054,0,0,0,0,0,0.03446,0,0,0,0.07354,0,0,0,0,0,0,0,0,0,0.01398
CSM7KOLM,0.05751,2.7356,0.01507,0.57853,0,0,0,0,0,8.0527,2.97125,5.08769,0,0,0.01713,0,0.01185,0,0.12391,0,0.00311,0,0,0,11.23157,0,0,0,0,0.00265
MSM6J2LV,10.86566,7.75538,0.09785,1.06426,0,0.04358,0,0,0,0,2.81636,0,0,0,0,0,0,0,0,0,0.05895,0.09092,0.11001,0,0,0,0,0,0,0.16771
CSM5MCXB_P,0.00718,1.83595,0.04908,0,0,0.06521,0.02793,1.39717,0.10964,0,0.73173,0.4099,0,0.25668,0,0,0,0.01161,0.81869,0,0,0.01094,0,0,12.52341,0.14086,0,0,0.02673,0.00374
HSM6XRR7,0,0,0.0097,0.13005,0,0.43997,0,0.43697,0.43719,0,0.14733,0.77812,0,0,0,0,0.41021,0.34659,0.10722,0,0,0,0,0,31.87174,0.00293,0,0.08302,0,0
CSMAAEUA,2.01157,0.69896,0.06686,0.49736,0,0.04534,0.00039,0.0026,0.03207,0.00735,7.72225,6.69793,0,0,0,0,0.44094,5.98522,0,0,0.14142,0,0,0,0,0,0,0.18997,0,0
MSM9VZLB,0,0.00722,0.05253,0.74576,0,0,0.00415,0.02189,0.39745,11.3868,0.3832,3.24915,0.00279,0,0.04768,0,4.82539,1.19534,0.06114,0,0.00296,0,0,0,3.35376,0,0.28467,0,0.20921,0
HSM5MD57_P,0.16959,0.00196,0.01701,0,0.18419,0.13196,1.09033,0.09232,1.29917,1.623,1.29639,0,0.0016,0.00293,0.31787,0.27317,0,0,0,0,0.03078,0,0.141,0,1.54831,0.02654,0,0,0,0.14129
PSMA2653,0,1.04009,0.53535,1.30325,0,0,0,0.06212,0,16.70856,0.27569,3.40572,0,0.04545,0,0.00367,0,0,0.05686,0,0.26315,0,0.01607,0,0,0,0.00664,0,0,0
ESM5MEDZ_P,0,0,0,0,0,0.0397,0,0.18118,0,0.00152,0,0,0,0.03861,0.00908,0.00074,0,0,0,0,0.01102,0,0,0,0,0,0,0,0,0
PSM6XBS4,0,0,0.00087,0,0,0,0,1.45775,0,0.01057,0,0.03607,0,0.00239,0,0,0,0.07981,0,0,0.0232,0,0,0,6.95242,0,0,0,0.01159,0
PSM6XBS4_P,0,0,0.00278,0,0,0,0,1.28091,0,0.03183,0,0.04443,0,0,0,0,0,0.08596,0,0,0.01207,0,0,0,6.8989,0,0,0,0.01751,0
CSM5MCYO_P,0.2619,1.30267,0.07629,0.08545,0,0.11374,0.05084,0.18271,0.09828,0.24351,0.21952,1.16323,0,0.32635,0,0,0.40551,0.55831,0.58825,0,0,0,0.00947,0,11.64195,0.18566,0,0,0,0.1141
MSM79H7W,0,0,0.02747,0.27116,0,0,0,0,0.024,0,0.00364,1.1109,0,0.02747,0,0,0.01634,0,0.01645,0,0,0,0,0,1.28186,0,0,0,0.08737,0
HSM67VDZ,0,0.21034,0.09114,0,0,0,0,0,0,0,0.01944,0.65798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HSMA33LZ,0,0.04458,0,1.10226,0,0.27198,0,0.00474,0,0,0.07196,0,0,0,0.04261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00168
CSM67U9H_P,1.60681,0,0.00838,0,0,0,0.03,0.03173,0,0.89357,0,0,0.00986,0,0,0,0,0,0,0,0,0.00265,0,0,0.16414,0,0,0,0,0.04327
MSM9VZHJ,0,0,0,0,0,0,0.01627,0,0.04794,49.68565,0,3.61656,0.02855,0.13611,0.00672,0,0,0,0.07323,0,0.04232,0,0,0,0,0,0,0,0,0.03351
PSM7J1DF,1.13409,2.12957,0.04202,1.07623,0,0.07138,0,0,0.63037,2.09342,2.80789,10.24892,0,0,0.04969,0,0,0,0.38145,0,0.02474,0,0,0,24.03681,0,0,0,0.01991,0.01611
CSM79HGL_P,0,0,0,0,0,0,0,0.05518,0,8.36029,0,0,0,0,0,0,1.71187,0,0,0,0,0,0,0,7.61323,0,0,0,0,0.49496
MSM9VZFF,3.22323,0.27218,0.24476,0,0.07526,0.33792,0.65576,0.07222,0,0,0.04036,3.46369,0,0,0.01527,0,28.44534,0,0.2082,6.2579,0,0,0,0,0,0,0,0,0,0.02763
MSM6J2HN,0,1.00604,0.00589,0,0,0,0.04436,0.04275,0.00574,0,0.2848,3.74933,0,0,0.03945,0,0,0,0.01027,0,0,0,0,0,24.33226,0,0.05605,0.00358,0,0
MSMAPC64,0,0,0.10095,0.33807,0.02159,0.03941,0.1068,4.42434,1.19939,1.85905,0.01608,1.28442,0,0,0,0,12.3153,2.15662,0.3089,0,0,0,0,0,2.00505,0,0,0.37384,0,0
PSM7J19P,0.72176,0.19931,0.0268,0.66272,0.00179,0,0.00577,0.00176,0.05729,0,0.29254,1.82194,0,0,0.02073,0,2.8286,0,0.04421,0,0.06921,0,0,0,0,0,0,0,0,0.00294
CSM7KOL2,0.03155,0.0678,0,0,0,0.39167,0,0.0046,0,0,0,0,0,0.00218,0.0592,0,0,9.00881,0,0,0.02728,0,0,0,6.90541,0,0.0895,0,0,0.0248
MSM79H8N,0,0,0,0.57251,0,0,0.05705,0.00481,0.04823,12.97105,0.4386,1.13282,0,0,0.06096,0,0,0.31904,0.01258,0,0.18748,0,0.0056,0,0,0,0,0,0,0
MSM5LLGF_P,0.03419,0,0,0,0.0564,0,0,0.13451,0,29.21414,0,0,0,0,0.0228,0.04272,0,0,0,0.011,0,0.07251,0,0,0,0,0.03822,0,0,0
CSM67U9H,1.04095,0,0,0,0,0,0.00619,0.02522,0,0.98498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22845,0,0,0,0,0.02661
CSM9X23N,0,0.0452,0,0,0,0,0,0.00344,0.25628,1.42845,0.00605,0,0,0,0,0,0,0,0,0,0.08449,0,0.01003,0,0,0,0,0,0,0
PSM7J1BB,0,0.86505,0.15094,0.28794,0,0,0,0.05355,0.00622,0,0.35499,0,0,1.00735,0,0.00271,0,0,0,0,0.72607,0,0,0.07292,0,0.00726,0,0,0,0
MSM5LLD6_P,0,6.81066,0,0,0.05494,0,0,0,0,0,0.58986,4.05324,0,0,0,0,2.29603,0,0,0,0,0,0,0,52.27703,0,0,0,0,0
CSM79HGR_P,5.99772,1.85127,0.00272,0,0,0.05018,0,0,0.04306,0.00138,18.90621,7.0115,0,0,0.00404,0,0.4689,7.97187,0,0,0.00195,0,0,0,0,0,0,0,0,0
PSM7J19X_P,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02875,0,0,2.89395,0,0,5.18266,0,16.53685,0,0,0,0,0,0,0,0
HSM7J4HW,0.17082,0.08845,0,1.24401,0,0,0.52354,0.51268,1.32186,0.95333,1.88489,12.61861,0,0,0,0,0.98775,0,0.37282,0,0,0.00162,0.09103,0,12.95008,0,0,6.07359,0,0
MSM9VZOS,0,44.04853,0,0,0.44167,0,0,0,0,0,0,0,0.09913,0.00256,0,0,0,0,0,10.14285,0.78971,0,0,0,0,0,0,0,0,0
CSM79HQV,0,0,0,0,0,0.01273,0,0,0,9.59297,0,0,0,0.27762,0,0,0,0,0,0,0,0.10866,0,0,0,0,0,0,0,0
HSM7J4O7,0,0,0,0.62585,0.00361,0.01535,0.46869,1.81076,0.12249,0.00076,1.33353,7.68684,0,0,0,0,1.28465,0,0.27554,0,0,0,0,0,23.80492,0,0,1.67167,0,0.00276
MSM6J2IY,0.36933,2.57727,0,0,0.01129,0,0,0.08481,0,0.2018,0,0,0,0.04174,0.02555,0.01787,0,0,0.27344,0,0.05292,0.01579,0,0,0,0,0.00024,0,0,0
MSM6J2M3_P,0.07339,0,0.30471,0.35441,0,0.05464,0,0.62694,0.05428,0.39596,1.32026,3.8559,0,0.0453,0,0,1.87054,0.0699,0.10023,0,2.39648,0,0,0,4.17516,0.01303,0,0,0,0
ESM7F5CB,0,1.20988,0.05498,0.28693,0,0.11907,0.00055,0.10925,0.01084,23.01889,0.02744,2.43708,0,0,0.01041,0,0,0,0.09629,0,0,0,0,0,43.62156,0,0,0,0,0
HSM7CYZ5,0,48.80729,0,0,0,0,0,0,0,0,0,0,0,1.68194,0,0,0,0,0,0,0,0.06129,0,0,0,0,0,0,0,0
CSM67UET_P,0,1.54136,0.16492,0,0,0,0,1.41001,0,0,0,0,0,0.56413,0,0,0,0,0.30832,0,0,0,0,0,18.67152,0.06448,0,0,0,0
MSMA26EL,0,0,0,0,0,0,0,0,0,0,0,0,0.18996,0.03064,0,0,0,0,0,0,0.31482,0,0,0.34873,0,0.00217,0,0,0,0
CSM5MCVF_P,3.0398,1.03927,0.04541,0,0,0,0.08534,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11045,0.33681,0.17215,0,0,0,0,0,0,0.13262
HSM6XRQO,0,2.84524,0,0,0,0,0.16884,0,0,0,0,5.25636,0,0,0,0,0,1.45394,0,0,0.00397,0,0,0,0,0,0,0,0,0
MSM79HEU,29.14689,1.29671,0.03184,0.51114,0.00235,0.06886,0,0,0,0,3.08103,0,0,0,0,0,0,0,0,0,0.25916,0.00936,0.06694,0,0,0,0,0,0,0.12701
ESM5MEE6_P,0,0,0,0,0,0.08134,0,0.2871,0,0,0,0,0,0.0667,0.00304,0.012,0,0,0,0,1.29396,0,0,0,0,0,0,0,0,0
HSMA33LP,0,1.30541,0.04941,0,0,0,0.07146,0.23342,0.23509,0,2.51136,12.71132,0,0.04107,0.01799,0,0,0,0,0,0.0148,0,0,0,0,0.04348,0,0,0,0.00168
HSM7J4PC,0,0,0,0.28261,0,0,0,0.09841,0.367,0,0.02441,0.55769,0,0.11331,0,0,0.79523,1.49486,0.07174,0,0.02698,0,0,0,7.80935,0.50831,0,0,0,0
CSM79HLK,0,0,0,0,0,0.09459,0.00788,0,0,0,0,0,0,0,0.1434,0,0,0,0,0,0,0,0.0593,0,24.77926,0,0.01492,0,0,0.04117
MSM6J2SK,0.29175,0.56833,0.01546,0.48241,0,0.04961,0.00488,0,0,0,0.55177,0,0,0,0,0,0,0,0,0,0.07597,0.00243,0,0,0,0,0,0,0,0
HSM7J4JJ,20.90156,0,0.04973,0,0.2016,0,0,0,0,0,0,0,0.01901,0,0,0,0,0,0,0.11044,2.84092,0.01352,0.33109,0,0,0.03406,0,0,0,0
HSM7J4IQ,0,30.85806,0.10576,0.01877,0,0.10007,0,0.09749,0.07327,0.015,1.55775,0.2434,0,0,0,0,0,0,0.00406,0,0,0,0,0,17.19703,0,0,0.03784,0.00297,0
CSM7KOOD,0.9861,0,0,0.33335,0.05829,0.01181,0.19484,0.55305,0,0.01185,0.00462,0,0,0,0,0,3.6914,0,0,0.20164,0,0,0,0,0.09843,0,0,0,0,0
MSM79HBZ,0,4.65116,0,0,0,0,0,0,0,0,0,0,0,28.91854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSM9VZGY,0,0,0.02661,0.44093,0,0,0,0.02884,0.21898,16.39177,0.31291,2.90089,0,0,0.22219,0,0.13961,1.04972,0,0,0.66143,0,0.00168,0,0,0,0,0,0,0
MSM9VZL7,0,0,0,0.67941,0,0,0.0111,0,0.1315,12.65,0.92613,2.95614,0,0.00274,0,0,15.30432,0.95936,0.1279,0,0,0,0,0,1.27591,0,0.07747,0,0.12724,0
ESM5ME9D_P,0,0,0,0,0,0.02302,0,0.07449,0,0,0,0,0,0.07229,0.00272,0.01196,0,0,0,0,0.03189,0,0,0,0.0446,0,0,0,0,0
HSMA33RF,0,0,0,0.27423,0,0,0,0.1771,0.00228,0,0.01988,1.27451,0,0.00201,0,0,0,0.38608,0.00158,0,0,0,0,0,3.14918,0.11517,0,0,0,0
MSM6J2LW,1.08282,0,0.01768,0.9353,0,0,0,0.1329,0.00566,0.79628,2.829,1.42555,0.13,0.0237,0,0,1.18822,0.1157,0.07199,0,1.07128,0,0,0,4.30623,0.14186,0,0.08039,0,0
CSM79HM5_P,0.04384,2.76032,0,0,0,0,0,0.23369,0.12722,0,0.22695,0,0,0,0,0,0,0,2.35861,0,0.0323,0,0.00432,0,16.38034,0.07494,0,0,0,0.02925
MSM7J16P,0,0.02412,0.12705,0.90996,0,0,0.03279,0.14659,0.03581,0,4.00442,0,0,0,0,0,1.88798,0,0,0,0,0,0.05337,0,5.65841,0,0,0,0,0
HSM7J4GD,0,2.51859,0.05148,0.63102,0,0,0,0,0.06401,0,0.1103,3.15368,0,0,0.06786,0,0,0,0.04282,0,0,0,0,0,0,0,0,0.07405,0,0.00062
MSM6J2QF,0,1.58711,0.00368,0,0,0,0.10725,0,0.02856,0,3.06593,9.66981,0.00162,0,0,0,0,0,0.17519,0,0,0,0,0,27.91782,0,0,0.169,0,0
PSM7J17V,0,0,0,0,0,0,0,0,0,0,0,0,0,0.60464,0,0,0,0,0,0.77472,8.80764,0.25337,0,0,0,0.29687,0,0,0,0
HSM7J4K6,0,0,0.70948,0.04412,0,0.83212,0,0.15132,0,0,0.08665,2.12479,0,0.04828,0,0,0,0.29229,0.26286,0,0,0.01844,0,0,34.86482,0,0,0,0,0
MSM5LLDU,0,0,0,0,0,0,0,0,0,0,0,6.09385,0,0,0,0,0,0,0,0,0,0,0,0,86.13124,0,0,0,0,0
MSM79H52_P,0,0,0.40681,0,0.00173,0,0.32304,0,0,0,0.05699,8.77282,0,0,0,0,0.16102,0,0.31654,0.84966,0,0,0.01607,0,0,0,0,0,0,0.01567
MSM6J2QR,0.80814,3.46869,0,0,0.01724,0,0,0.06595,0,0,0,0,0,0.01842,0.048,0.09784,0,0,0.72061,0,0.02649,0.01987,0,0,0,0,0,0,0,0
CSM79HH2_P,0.1733,0.1397,0.00744,1.89053,0,3.81604,0.06839,0,0.07612,0.24465,2.42269,0.73308,0,0,0.06562,0,0.01052,0.61554,0.26495,0,0,0.57499,0.00437,0,2.66705,0,0,0,0.00314,0.58936
CSM7KOK7,0,0.0655,0,2.18319,0,0,0,0.10924,0.10066,0,2.31473,7.38871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17794
HSM67VI3,1.31978,0,0.03693,0.59279,0,0.0018,0.04924,0.51676,0.08744,0,1.25602,9.34987,0.00628,0,0,0,0.22245,0,0.1906,0,0,0,0,0,26.17733,0,0,0.16471,0,0.00615
MSM5LLFG_P,0.47528,0.0048,0.38709,0,0,0,0.02791,0,0,0,0,10.47302,0,0,0.35469,0.01069,0.14814,0,0,0,0,0.12973,0.00393,0,3.892,0,0,0,0,0.07948
MSM9VZJJ_P,0,0,0,0.66163,0,0,0.08176,0.09806,0.0198,0,0.13386,0,0,0.01905,0,0.01606,0,2.84745,0.37073,0,0.48883,0.19253,0.00042,0,0,0,0,0,0,0.16147
HSM7CYXI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01165,0,0,0,45.23641,0,0,0,0,0
PSM6XBVS,0,1.2121,0,0.10375,0,0,0,0,0,0,0,0,0,0.16985,0,0.01959,0,0,0,0,1.90068,0.00825,0,0.04233,0,0.01122,0,0,0,0
CSM67UB9,0,0,0,0,0,0,0.04745,0,0,0.07004,0,0,0,0,0,0,0.00678,0,0.00053,0.01964,0,0.0276,0,0,0.16669,0,0,0,0,0.00097
MSM5LLIS_P,0,0.72072,0,0.14945,0,0,0,0.04404,0,0,0.00963,0.00556,0,0,0,0,0.01175,0,0.00984,0,0,0,0,0,0,0,0,0,0.01115,0
HSMA33RX_TR,0,0,0,0,0,0.49123,0,0,0,0,0.20386,0,0,0,0,0,0,0.3571,0.13082,0,0.01373,0,0.00358,0,14.504,0,0,0,0,0
PSM7J1BN_P,0,0,0,0,0,0,0,0,0,0,0,0,0.38438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CSM5MCWI_P,0.09255,5.59463,0.01253,0,0,0,0,0,0,0.00154,0,0,0,0,0,0,0,0,0,0,0.03235,0.57098,0.11777,0,0,0,0,0,0,0.06305
CSM79HR4,0,0,0.02942,0,0,0.04663,0,0,0,22.19721,0,0,0,0,0.0229,0,0,0,0,0,0.02018,0,0,0,0,0,0,0,0,0
HSM5MD8F_P,0,0,0.94609,0,0.02277,0.12237,1.92333,0,0.18776,0,0,0,0.00917,0,0.06947,0.00849,0,0.73535,0,0,0.0161,0.0051,0.00541,0,2.3609,0,0,0,0,0
